INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
7522	Áp ChuÖ Thú Biªn D¸	752	55	9	1	0	1000	10	736	400000	-1	-1	728	900000	656	350000	734	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	821	938	1524	938	1290	1051	1156	1208	1366	1576	500	200	150	100	50	1	7520
7523	Áp ChuÖ Thú Biªn D¸	752	55	9	1	0	1000	10	736	400000	-1	-1	728	900000	656	350000	734	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	874	999	1624	999	1374	1051	1156	1208	1366	1576	500	200	150	100	50	1	7520
7524	Áp ChuÖ Thú Biªn D¸	752	55	9	1	0	1000	10	736	400000	-1	-1	728	900000	656	350000	734	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	928	1060	1723	1060	1458	1051	1156	1208	1366	1576	500	200	150	100	50	1	7520
7529	Áp ChuÖ Thú Bäo Bäo	752	55	9	0	1	1000	10	736	400000	-1	-1	728	900000	656	350000	734	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	200	150	100	50	1	7520
7530	Áp ChuÖ Thú Trß·ng Thành	753	65	9	0	0	1000	10	736	450000	-1	-1	728	900000	656	400000	734	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	200	150	100	50	1	7530
7531	Áp ChuÖ Thú Biªn D¸	753	65	9	1	0	1000	10	736	450000	-1	-1	728	900000	656	400000	734	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	787	899	1462	899	1237	1153	1268	1325	1498	1729	500	200	150	100	50	1	7530
7532	Áp ChuÖ Thú Biªn D¸	753	65	9	1	0	1000	10	736	450000	-1	-1	728	900000	656	400000	734	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	831	950	1544	950	1307	1153	1268	1325	1498	1729	500	200	150	100	50	1	7530
7533	Áp ChuÖ Thú Biªn D¸	753	65	9	1	0	1000	10	736	450000	-1	-1	728	900000	656	400000	734	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	876	1001	1627	1001	1377	1153	1268	1325	1498	1729	500	200	150	100	50	1	7530
7534	Áp ChuÖ Thú Biªn D¸	753	65	9	1	0	1000	10	736	450000	-1	-1	728	900000	656	400000	734	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	920	1052	1710	1052	1447	1153	1268	1325	1498	1729	500	200	150	100	50	1	7530
7535	Áp ChuÖ Thú Biªn D¸	753	65	9	1	0	1000	10	736	450000	-1	-1	728	900000	656	400000	734	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	965	1103	1793	1103	1517	1153	1268	1325	1498	1729	500	200	150	100	50	1	7530
7539	Áp ChuÖ Thú Bäo Bäo	753	65	9	0	1	1000	10	736	450000	-1	-1	728	900000	656	400000	734	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	200	150	100	50	1	7530
7540	Áp ChuÖ Thú Trß·ng Thành	754	75	9	0	0	1000	10	736	500000	-1	-1	728	900000	656	450000	734	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	200	150	100	50	1	7540
7541	Áp ChuÖ Thú Biªn D¸	754	75	9	1	0	1000	10	736	500000	-1	-1	728	900000	656	450000	734	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	809	925	1504	925	1272	1255	1380	1443	1631	1882	500	200	150	100	50	1	7540
7542	Áp ChuÖ Thú Biªn D¸	754	75	9	1	0	1000	10	736	500000	-1	-1	728	900000	656	450000	734	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	848	969	1575	969	1333	1255	1380	1443	1631	1882	500	200	150	100	50	1	7540
7543	Áp ChuÖ Thú Biªn D¸	754	75	9	1	0	1000	10	736	500000	-1	-1	728	900000	656	450000	734	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	887	1013	1647	1013	1394	1255	1380	1443	1631	1882	500	200	150	100	50	1	7540
7544	Áp ChuÖ Thú Biªn D¸	754	75	9	1	0	1000	10	736	500000	-1	-1	728	900000	656	450000	734	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1057	1719	1057	1454	1255	1380	1443	1631	1882	500	200	150	100	50	1	7540
7545	Áp ChuÖ Thú Biªn D¸	754	75	9	1	0	1000	10	736	500000	-1	-1	728	900000	656	450000	734	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	964	1102	1790	1102	1515	1255	1380	1443	1631	1882	500	200	150	100	50	1	7540
7546	Áp ChuÖ Thú Biªn D¸	754	75	9	1	0	1000	10	736	500000	-1	-1	728	900000	656	450000	734	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1002	1146	1862	1146	1575	1255	1380	1443	1631	1882	500	200	150	100	50	1	7540
7549	Áp ChuÖ Thú Bäo Bäo	754	75	9	0	1	1000	10	736	500000	-1	-1	728	900000	656	450000	734	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	200	150	100	50	1	7540
7550	Áp ChuÖ Thú Trß·ng Thành	755	85	9	0	0	1000	10	736	550000	-1	-1	728	900000	656	500000	734	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	200	150	100	50	1	7550
7551	Áp ChuÖ Thú Biªn D¸	755	85	9	1	0	1000	10	736	550000	-1	-1	728	900000	656	500000	734	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	200	150	100	50	1	7550
7552	Áp ChuÖ Thú Biªn D¸	755	85	9	1	0	1000	10	736	550000	-1	-1	728	900000	656	500000	734	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	200	150	100	50	1	7550
7553	Áp ChuÖ Thú Biªn D¸	755	85	9	1	0	1000	10	736	550000	-1	-1	728	900000	656	500000	734	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	500	200	150	100	50	1	7550
7554	Áp ChuÖ Thú Biªn D¸	755	85	9	1	0	1000	10	736	550000	-1	-1	728	900000	656	500000	734	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	500	200	150	100	50	1	7550
7555	Áp ChuÖ Thú Biªn D¸	755	85	9	1	0	1000	10	736	550000	-1	-1	728	900000	656	500000	734	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	500	200	150	100	50	1	7550
7556	Áp ChuÖ Thú Biªn D¸	755	85	9	1	0	1000	10	736	550000	-1	-1	728	900000	656	500000	734	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	500	200	150	100	50	1	7550
7557	Áp ChuÖ Thú Biªn D¸	755	85	9	1	0	1000	10	736	550000	-1	-1	728	900000	656	500000	734	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1039	1187	1929	1187	1633	1357	1492	1560	1764	2035	500	200	150	100	50	1	7550
7559	Áp ChuÖ Thú Bäo Bäo	755	85	9	0	1	1000	10	736	550000	-1	-1	728	900000	656	500000	734	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	200	150	100	50	1	7550
7560	Áp ChuÖ Thú Trß·ng Thành	756	95	9	0	0	1000	10	736	600000	-1	-1	728	900000	656	550000	734	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1537	946	1301	1459	1604	1677	1896	2388	500	200	150	100	50	1	7560
7561	Áp ChuÖ Thú Biªn D¸	756	95	9	1	0	1000	10	736	600000	-1	-1	728	900000	656	550000	734	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1595	981	1350	1459	1604	1677	1896	2388	500	200	150	100	50	1	7560
7562	Áp ChuÖ Thú Biªn D¸	756	95	9	1	0	1000	10	736	600000	-1	-1	728	900000	656	550000	734	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1653	1017	1398	1459	1604	1677	1896	2388	500	200	150	100	50	1	7560
7563	Áp ChuÖ Thú Biªn D¸	756	95	9	1	0	1000	10	736	600000	-1	-1	728	900000	656	550000	734	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	921	1052	1710	1052	1447	1459	1604	1677	1896	2388	500	200	150	100	50	1	7560
7564	Áp ChuÖ Thú Biªn D¸	756	95	9	1	0	1000	10	736	600000	-1	-1	728	900000	656	550000	734	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	952	1088	1768	1088	1496	1459	1604	1677	1896	2388	500	200	150	100	50	1	7560
7565	Áp ChuÖ Thú Biªn D¸	756	95	9	1	0	1000	10	736	600000	-1	-1	728	900000	656	550000	734	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	983	1123	1826	1123	1545	1459	1604	1677	1896	2388	500	200	150	100	50	1	7560
7566	Áp ChuÖ Thú Biªn D¸	756	95	9	1	0	1000	10	736	600000	-1	-1	728	900000	656	550000	734	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1014	1159	1883	1159	1594	1459	1604	1677	1896	2388	500	200	150	100	50	1	7560
7567	Áp ChuÖ Thú Biªn D¸	756	95	9	1	0	1000	10	736	600000	-1	-1	728	900000	656	550000	734	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1045	1194	1941	1194	1642	1459	1604	1677	1896	2388	500	200	150	100	50	1	7560
7568	Áp ChuÖ Thú Biªn D¸	756	95	9	1	0	1000	10	736	600000	-1	-1	728	900000	656	550000	734	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1076	1230	1999	1230	1691	1459	1604	1677	1896	2388	500	200	150	100	50	1	7560
7569	Áp ChuÖ Thú Bäo Bäo	756	95	9	0	1	1000	10	736	600000	-1	-1	728	900000	656	550000	734	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1537	946	1301	1459	1604	1677	1896	2388	500	200	150	100	50	1	7560
7570	Tuyªt H° Trß·ng Thành	757	5	9	0	0	1000	10	700	300000	-1	-1	734	900000	702	250000	712	100000	666	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	938	844	750	1219	656	846	930	972	1099	1269	100	200	150	500	50	1	7570
7571	Tuyªt H° Biªn D¸	757	5	9	1	0	1000	10	700	300000	-1	-1	734	900000	702	250000	712	100000	666	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1078	970	862	1402	755	846	930	972	1099	1269	100	200	150	500	50	1	7570
7572	Tuyªt H° Biªn D¸	757	5	9	1	0	1000	10	700	300000	-1	-1	734	900000	702	250000	712	100000	666	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1097	975	1585	853	846	930	972	1099	1269	100	200	150	500	50	1	7570
7579	Tuyªt H° Bäo Bäo	757	5	9	0	1	1000	10	700	300000	-1	-1	734	900000	702	250000	712	100000	666	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	938	844	750	1219	656	846	930	972	1099	1269	100	200	150	500	50	1	7570
7580	Tuyªt H° Trß·ng Thành	758	45	9	0	0	1000	10	700	350000	-1	-1	734	900000	702	300000	712	150000	666	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	979	881	783	1272	685	948	1042	1090	1232	1422	100	200	150	500	50	1	7580
7581	Tuyªt H° Biªn D¸	758	45	9	1	0	1000	10	700	350000	-1	-1	734	900000	702	300000	712	150000	666	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1076	969	861	1399	753	948	1042	1090	1232	1422	100	200	150	500	50	1	7580
7582	Tuyªt H° Biªn D¸	758	45	9	1	0	1000	10	700	350000	-1	-1	734	900000	702	300000	712	150000	666	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1174	1057	939	1527	822	948	1042	1090	1232	1422	100	200	150	500	50	1	7580
7583	Tuyªt H° Biªn D¸	758	45	9	1	0	1000	10	700	350000	-1	-1	734	900000	702	300000	712	150000	666	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1145	1018	1654	890	948	1042	1090	1232	1422	100	200	150	500	50	1	7580
7589	Tuyªt H° Bäo Bäo	758	45	9	0	1	1000	10	700	350000	-1	-1	734	900000	702	300000	712	150000	666	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	979	881	783	1272	685	948	1042	1090	1232	1422	100	200	150	500	50	1	7580
7590	Tuyªt H° Trß·ng Thành	759	55	9	0	0	1000	10	700	400000	-1	-1	734	900000	702	350000	712	200000	666	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	918	816	1326	714	1051	1156	1208	1366	1576	100	200	150	500	50	1	7590
7591	Tuyªt H° Biªn D¸	759	55	9	1	0	1000	10	700	400000	-1	-1	734	900000	702	350000	712	200000	666	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1096	986	877	1425	767	1051	1156	1208	1366	1576	100	200	150	500	50	1	7590
7592	Tuyªt H° Biªn D¸	759	55	9	1	0	1000	10	700	400000	-1	-1	734	900000	702	350000	712	200000	666	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1173	1055	938	1524	821	1051	1156	1208	1366	1576	100	200	150	500	50	1	7590
7593	Tuyªt H° Biªn D¸	759	55	9	1	0	1000	10	700	400000	-1	-1	734	900000	702	350000	712	200000	666	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1249	1124	999	1624	874	1051	1156	1208	1366	1576	100	200	150	500	50	1	7590
7594	Tuyªt H° Biªn D¸	759	55	9	1	0	1000	10	700	400000	-1	-1	734	900000	702	350000	712	200000	666	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1193	1060	1723	928	1051	1156	1208	1366	1576	100	200	150	500	50	1	7590
7599	Tuyªt H° Bäo Bäo	759	55	9	0	1	1000	10	700	400000	-1	-1	734	900000	702	350000	712	200000	666	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	918	816	1326	714	1051	1156	1208	1366	1576	100	200	150	500	50	1	7590
7600	Tuyªt H° Trß·ng Thành	760	65	9	0	0	1000	10	700	450000	-1	-1	734	900000	702	400000	712	250000	666	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1061	954	848	1379	742	1153	1268	1325	1498	1729	100	200	150	500	50	1	7600
7601	Tuyªt H° Biªn D¸	760	65	9	1	0	1000	10	700	450000	-1	-1	734	900000	702	400000	712	250000	666	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1124	1012	899	1462	787	1153	1268	1325	1498	1729	100	200	150	500	50	1	7600
7602	Tuyªt H° Biªn D¸	760	65	9	1	0	1000	10	700	450000	-1	-1	734	900000	702	400000	712	250000	666	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1188	1069	950	1544	831	1153	1268	1325	1498	1729	100	200	150	500	50	1	7600
7603	Tuyªt H° Biªn D¸	760	65	9	1	0	1000	10	700	450000	-1	-1	734	900000	702	400000	712	250000	666	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1251	1126	1001	1627	876	1153	1268	1325	1498	1729	100	200	150	500	50	1	7600
7604	Tuyªt H° Biªn D¸	760	65	9	1	0	1000	10	700	450000	-1	-1	734	900000	702	400000	712	250000	666	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1315	1184	1052	1710	920	1153	1268	1325	1498	1729	100	200	150	500	50	1	7600
7605	Tuyªt H° Biªn D¸	760	65	9	1	0	1000	10	700	450000	-1	-1	734	900000	702	400000	712	250000	666	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1241	1103	1793	965	1153	1268	1325	1498	1729	100	200	150	500	50	1	7600
7609	Tuyªt H° Bäo Bäo	760	65	9	0	1	1000	10	700	450000	-1	-1	734	900000	702	400000	712	250000	666	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1061	954	848	1379	742	1153	1268	1325	1498	1729	100	200	150	500	50	1	7600
7610	Tuyªt H° Trß·ng Thành	761	75	9	0	0	1000	10	700	500000	-1	-1	734	900000	702	450000	712	300000	666	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1102	991	881	1432	771	1255	1380	1443	1631	1882	100	200	150	500	50	1	7610
7611	Tuyªt H° Biªn D¸	761	75	9	1	0	1000	10	700	500000	-1	-1	734	900000	702	450000	712	300000	666	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1157	1041	925	1504	809	1255	1380	1443	1631	1882	100	200	150	500	50	1	7610
7612	Tuyªt H° Biªn D¸	761	75	9	1	0	1000	10	700	500000	-1	-1	734	900000	702	450000	712	300000	666	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1212	1090	969	1575	848	1255	1380	1443	1631	1882	100	200	150	500	50	1	7610
7613	Tuyªt H° Biªn D¸	761	75	9	1	0	1000	10	700	500000	-1	-1	734	900000	702	450000	712	300000	666	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1267	1140	1013	1647	887	1255	1380	1443	1631	1882	100	200	150	500	50	1	7610
7614	Tuyªt H° Biªn D¸	761	75	9	1	0	1000	10	700	500000	-1	-1	734	900000	702	450000	712	300000	666	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1322	1190	1057	1719	925	1255	1380	1443	1631	1882	100	200	150	500	50	1	7610
7615	Tuyªt H° Biªn D¸	761	75	9	1	0	1000	10	700	500000	-1	-1	734	900000	702	450000	712	300000	666	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1377	1239	1102	1790	964	1255	1380	1443	1631	1882	100	200	150	500	50	1	7610
7616	Tuyªt H° Biªn D¸	761	75	9	1	0	1000	10	700	500000	-1	-1	734	900000	702	450000	712	300000	666	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1289	1146	1862	1002	1255	1380	1443	1631	1882	100	200	150	500	50	1	7610
7619	Tuyªt H° Bäo Bäo	761	75	9	0	1	1000	10	700	500000	-1	-1	734	900000	702	450000	712	300000	666	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1102	991	881	1432	771	1255	1380	1443	1631	1882	100	200	150	500	50	1	7610
7620	Tuyªt H° Trß·ng Thành	762	85	9	0	0	1000	10	700	550000	-1	-1	734	900000	702	500000	712	350000	666	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1142	1027	913	1484	799	1357	1492	1560	1764	2035	100	200	150	500	50	1	7620
7621	Tuyªt H° Biªn D¸	762	85	9	1	0	1000	10	700	550000	-1	-1	734	900000	702	500000	712	350000	666	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1190	1071	952	1548	833	1357	1492	1560	1764	2035	100	200	150	500	50	1	7620
7622	Tuyªt H° Biªn D¸	762	85	9	1	0	1000	10	700	550000	-1	-1	734	900000	702	500000	712	350000	666	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1239	1115	991	1611	867	1357	1492	1560	1764	2035	100	200	150	500	50	1	7620
7623	Tuyªt H° Biªn D¸	762	85	9	1	0	1000	10	700	550000	-1	-1	734	900000	702	500000	712	350000	666	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1288	1159	1031	1675	902	1357	1492	1560	1764	2035	100	200	150	500	50	1	7620
7624	Tuyªt H° Biªn D¸	762	85	9	1	0	1000	10	700	550000	-1	-1	734	900000	702	500000	712	350000	666	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1337	1203	1070	1739	936	1357	1492	1560	1764	2035	100	200	150	500	50	1	7620
7625	Tuyªt H° Biªn D¸	762	85	9	1	0	1000	10	700	550000	-1	-1	734	900000	702	500000	712	350000	666	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1386	1248	1109	1802	970	1357	1492	1560	1764	2035	100	200	150	500	50	1	7620
7626	Tuyªt H° Biªn D¸	762	85	9	1	0	1000	10	700	550000	-1	-1	734	900000	702	500000	712	350000	666	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1435	1292	1148	1866	1004	1357	1492	1560	1764	2035	100	200	150	500	50	1	7620
7627	Tuyªt H° Biªn D¸	762	85	9	1	0	1000	10	700	550000	-1	-1	734	900000	702	500000	712	350000	666	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1336	1187	1929	1039	1357	1492	1560	1764	2035	100	200	150	500	50	1	7620
7629	Tuyªt H° Bäo Bäo	762	85	9	0	1	1000	10	700	550000	-1	-1	734	900000	702	500000	712	350000	666	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1142	1027	913	1484	799	1357	1492	1560	1764	2035	100	200	150	500	50	1	7620
7630	Tuyªt H° Trß·ng Thành	763	95	9	0	0	1000	10	700	600000	-1	-1	734	900000	702	550000	712	400000	666	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1183	1064	946	1537	828	1459	1604	1677	1896	2388	100	200	150	500	50	1	7630
7631	Tuyªt H° Biªn D¸	763	95	9	1	0	1000	10	700	600000	-1	-1	734	900000	702	550000	712	400000	666	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1227	1104	981	1595	859	1459	1604	1677	1896	2388	100	200	150	500	50	1	7630
7632	Tuyªt H° Biªn D¸	763	95	9	1	0	1000	10	700	600000	-1	-1	734	900000	702	550000	712	400000	666	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1271	1144	1017	1653	890	1459	1604	1677	1896	2388	100	200	150	500	50	1	7630
7633	Tuyªt H° Biªn D¸	763	95	9	1	0	1000	10	700	600000	-1	-1	734	900000	702	550000	712	400000	666	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1316	1184	1052	1710	921	1459	1604	1677	1896	2388	100	200	150	500	50	1	7630
7634	Tuyªt H° Biªn D¸	763	95	9	1	0	1000	10	700	600000	-1	-1	734	900000	702	550000	712	400000	666	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1360	1224	1088	1768	952	1459	1604	1677	1896	2388	100	200	150	500	50	1	7630
7635	Tuyªt H° Biªn D¸	763	95	9	1	0	1000	10	700	600000	-1	-1	734	900000	702	550000	712	400000	666	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1404	1264	1123	1826	983	1459	1604	1677	1896	2388	100	200	150	500	50	1	7630
7636	Tuyªt H° Biªn D¸	763	95	9	1	0	1000	10	700	600000	-1	-1	734	900000	702	550000	712	400000	666	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1449	1304	1159	1883	1014	1459	1604	1677	1896	2388	100	200	150	500	50	1	7630
7637	Tuyªt H° Biªn D¸	763	95	9	1	0	1000	10	700	600000	-1	-1	734	900000	702	550000	712	400000	666	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1493	1344	1194	1941	1045	1459	1604	1677	1896	2388	100	200	150	500	50	1	7630
7638	Tuyªt H° Biªn D¸	763	95	9	1	0	1000	10	700	600000	-1	-1	734	900000	702	550000	712	400000	666	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1537	1384	1230	1999	1076	1459	1604	1677	1896	2388	100	200	150	500	50	1	7630
7639	Tuyªt H° Bäo Bäo	763	95	9	0	1	1000	10	700	600000	-1	-1	734	900000	702	550000	712	400000	666	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1183	1064	946	1537	828	1459	1604	1677	1896	2388	100	200	150	500	50	1	7630
7640	Long Miêu Trß·ng Thành	764	5	9	0	0	1000	10	740	300000	-1	-1	722	900000	668	250000	716	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1294	966	469	844	656	846	930	972	1099	1269	50	150	200	100	500	1	7640
7641	Long Miêu Biªn D¸	764	5	9	1	0	1000	10	740	300000	-1	-1	722	900000	668	250000	716	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1488	1111	539	970	755	846	930	972	1099	1269	50	150	200	100	500	1	7640
7642	Long Miêu Biªn D¸	764	5	9	1	0	1000	10	740	300000	-1	-1	722	900000	668	250000	716	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1682	1255	609	1097	853	846	930	972	1099	1269	50	150	200	100	500	1	7640
7649	Long Miêu Bäo Bäo	764	5	9	0	1	1000	10	740	300000	-1	-1	722	900000	668	250000	716	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1294	966	469	844	656	846	930	972	1099	1269	50	150	200	100	500	1	7640
7650	Long Miêu Trß·ng Thành	765	45	9	0	0	1000	10	740	350000	-1	-1	722	900000	668	300000	716	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1351	1008	489	881	685	948	1042	1090	1232	1422	50	150	200	100	500	1	7650
7651	Long Miêu Biªn D¸	765	45	9	1	0	1000	10	740	350000	-1	-1	722	900000	668	300000	716	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1486	1109	538	969	753	948	1042	1090	1232	1422	50	150	200	100	500	1	7650
